alpha,pred_x2_share_mean,pred_x2_share_std,pred_x2_share_median,dec_x2_share_mean,dec_x2_share_std,dec_x2_share_median,pred_regret_mean,pred_regret_std,dec_regret_mean,dec_regret_std
0.5,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.00425924066513734,0.002711321271210546,0.0032745022596309,0.05925271319004689,0.08470702754151573,0.030527910353619424,0.020710516799302803
0.7,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.00488216335816049,0.0032424038190158357,0.00456821088761565,0.11862729041965622,0.08466722970009606,0.1042086182803115,0.03331251350448899
0.85,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.037638348160375076,0.04244305485486816,0.0214434502129777,0.19587541345940296,0.06724371778265392,0.1641862963514507,0.0685190447329371
0.9,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.192407947180074,0.18708639511578198,0.13281416555522504,0.22099971774154117,0.051830891683823904,0.14903212540139568,0.056468115330403995
0.95,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.37945396221953265,0.2639465072928569,0.3761427591863295,0.22687856030433357,0.04287805714961736,0.14656737729688588,0.048575784034132784
0.99,0.11515877914470644,0.26541073052027736,0.012114318992829949,0.5798731348864793,0.2220429135175958,0.608696796600365,0.161254893598153,0.03836787340484751,0.10088298584741955,0.052212389822401395
